user_id,preds,pred_1,pred_2,pred_3,pred_4,pred_5
U8833,"['N11257', 'N18522', 'N64174', 'N38779', 'N23877']",N11257,N18522,N64174,N38779,N23877
U68724,"['N6099', 'N35729', 'N40725', 'N21707', 'N55689']",N6099,N35729,N40725,N21707,N55689
U75450,"['N56598', 'N54489', 'N57402', 'N21882', 'N41222']",N56598,N54489,N57402,N21882,N41222
U7166,"['N39010', 'N287', 'N26025', 'N51048', 'N4642']",N39010,N287,N26025,N51048,N4642
U27916,"['N50675', 'N14184', 'N33619', 'N62360', 'N63970']",N50675,N14184,N33619,N62360,N63970
U16011,"['N21882', 'N61022', 'N45270', 'N55689', 'N53585']",N21882,N61022,N45270,N55689,N53585
U57791,"['N46751', 'N2869', 'N1705', 'N27041', 'N40702']",N46751,N2869,N1705,N27041,N40702
U13035,"['N57402', 'N54489', 'N41222', 'N46526', 'N2350']",N57402,N54489,N41222,N46526,N2350
U35908,"['N62360', 'N166', 'N45389', 'N47096', 'N31029']",N62360,N166,N45389,N47096,N31029
U81464,"['N52122', 'N50675', 'N35729', 'N33619', 'N62360']",N52122,N50675,N35729,N33619,N62360
U47748,"['N31947', 'N33619', 'N36789', 'N28495', 'N56243']",N31947,N33619,N36789,N28495,N56243
U64616,"['N42977', 'N13105', 'N20915', 'N45266', 'N52723']",N42977,N13105,N20915,N45266,N52723
U10731,"['N64096', 'N42977', 'N20495', 'N51048', 'N17059']",N64096,N42977,N20495,N51048,N17059
U20454,"['N21707', 'N43502', 'N60872', 'N6099', 'N40725']",N21707,N43502,N60872,N6099,N40725
U53090,"['N3339', 'N3161', 'N39471', 'N47453', 'N44830']",N3339,N3161,N39471,N47453,N44830
U12509,"['N64009', 'N6099', 'N555', 'N2350', 'N60932']",N64009,N6099,N555,N2350,N60932
U52602,"['N42515', 'N42977', 'N59852', 'N47020', 'N19661']",N42515,N42977,N59852,N47020,N19661
U36447,"['N51048', 'N287', 'N39010', 'N64094', 'N11551']",N51048,N287,N39010,N64094,N11551
U31003,"['N46821', 'N23877', 'N64174', 'N29739', 'N38779']",N46821,N23877,N64174,N29739,N38779
U91571,"['N58660', 'N32759', 'N25165', 'N35729', 'N51220']",N58660,N32759,N25165,N35729,N51220
U25823,"['N58660', 'N54489', 'N63478', 'N56193', 'N55689']",N58660,N54489,N63478,N56193,N55689
U53671,"['N21707', 'N40725', 'N55689', 'N52622', 'N55204']",N21707,N40725,N55689,N52622,N55204
U22845,"['N64851', 'N45704', 'N39317', 'N16096', 'N62386']",N64851,N45704,N39317,N16096,N62386
U39900,"['N45266', 'N51048', 'N287', 'N59673', 'N34876']",N45266,N51048,N287,N59673,N34876
U76497,"['N59852', 'N1034', 'N23548', 'N47020', 'N50302']",N59852,N1034,N23548,N47020,N50302
U50973,"['N40559', 'N28767', 'N9623', 'N23877', 'N59214']",N40559,N28767,N9623,N23877,N59214
U36889,"['N33619', 'N35729', 'N32791', 'N55689', 'N27581']",N33619,N35729,N32791,N55689,N27581
U12444,"['N19661', 'N57032', 'N38779', 'N40109', 'N59267']",N19661,N57032,N38779,N40109,N59267
U72911,"['N7809', 'N35729', 'N32791', 'N59981', 'N55689']",N7809,N35729,N32791,N59981,N55689
U61370,"['N62360', 'N11138', 'N55309', 'N62386', 'N41354']",N62360,N11138,N55309,N62386,N41354
U53694,"['N48759', 'N35729', 'N50469', 'N62570', 'N12042']",N48759,N35729,N50469,N62570,N12042
U11779,"['N51048', 'N14029', 'N56214', 'N51287', 'N4642']",N51048,N14029,N56214,N51287,N4642
U9779,"['N32759', 'N58660', 'N4162', 'N5146', 'N21077']",N32759,N58660,N4162,N5146,N21077
U80955,"['N31947', 'N33619', 'N64778', 'N16096', 'N64734']",N31947,N33619,N64778,N16096,N64734
U84642,"['N35729', 'N48759', 'N27581', 'N56193', 'N62729']",N35729,N48759,N27581,N56193,N62729
U68943,"['N48657', 'N21882', 'N26706', 'N57614', 'N61022']",N48657,N21882,N26706,N57614,N61022
U8592,"['N60612', 'N54381', 'N2350', 'N54489', 'N42597']",N60612,N54381,N2350,N54489,N42597
U2840,"['N56211', 'N27737', 'N48487', 'N52867', 'N41934']",N56211,N27737,N48487,N52867,N41934
U93398,"['N45266', 'N42977', 'N35170', 'N20076', 'N60992']",N45266,N42977,N35170,N20076,N60992
U63916,"['N25165', 'N48613', 'N56211', 'N48407', 'N37384']",N25165,N48613,N56211,N48407,N37384
U84014,"['N64851', 'N63970', 'N33212', 'N58363', 'N12493']",N64851,N63970,N33212,N58363,N12493
U39454,"['N38960', 'N29340', 'N9623', 'N25791', 'N36184']",N38960,N29340,N9623,N25791,N36184
U76990,"['N43502', 'N62360', 'N33619', 'N50675', 'N48046']",N43502,N62360,N33619,N50675,N48046
U88466,"['N30725', 'N41555', 'N10272', 'N29003', 'N45266']",N30725,N41555,N10272,N29003,N45266
U10390,"['N35170', 'N42977', 'N13579', 'N64138', 'N36659']",N35170,N42977,N13579,N64138,N36659
U24291,"['N58660', 'N26944', 'N47570', 'N48613', 'N4034']",N58660,N26944,N47570,N48613,N4034
U58153,"['N26706', 'N23085', 'N48759', 'N55186', 'N48657']",N26706,N23085,N48759,N55186,N48657
U7800,"['N28357', 'N52535', 'N56598', 'N15931', 'N27601']",N28357,N52535,N56598,N15931,N27601
U80182,"['N18978', 'N56777', 'N46283', 'N19661', 'N35773']",N18978,N56777,N46283,N19661,N35773
U76801,"['N62360', 'N31029', 'N62386', 'N16096', 'N64851']",N62360,N31029,N62386,N16096,N64851
U6796,"['N36789', 'N50675', 'N33619', 'N14184', 'N28188']",N36789,N50675,N33619,N14184,N28188
U82677,"['N18613', 'N15931', 'N35729', 'N21619', 'N59252']",N18613,N15931,N35729,N21619,N59252
U33087,"['N29952', 'N34081', 'N27601', 'N28357', 'N19911']",N29952,N34081,N27601,N28357,N19911
U82010,"['N56211', 'N41934', 'N27737', 'N61233', 'N47652']",N56211,N41934,N27737,N61233,N47652
U77683,"['N59852', 'N51398', 'N39115', 'N16209', 'N41881']",N59852,N51398,N39115,N16209,N41881
U64819,"['N56211', 'N52424', 'N42515', 'N27737', 'N59267']",N56211,N52424,N42515,N27737,N59267
U19735,"['N54489', 'N39317', 'N46526', 'N8191', 'N27560']",N54489,N39317,N46526,N8191,N27560
U61986,"['N4107', 'N26025', 'N63106', 'N4537', 'N287']",N4107,N26025,N63106,N4537,N287
U93047,"['N57032', 'N38779', 'N25165', 'N19661', 'N1228']",N57032,N38779,N25165,N19661,N1228
U82680,"['N58077', 'N11138', 'N17419', 'N56243', 'N20041']",N58077,N11138,N17419,N56243,N20041
U7277,"['N39317', 'N42977', 'N36659', 'N17059', 'N33885']",N39317,N42977,N36659,N17059,N33885
U53512,"['N35729', 'N61214', 'N27581', 'N32437', 'N13801']",N35729,N61214,N27581,N32437,N13801
U86180,"['N39149', 'N18978', 'N34668', 'N46283', 'N35773']",N39149,N18978,N34668,N46283,N35773
U32039,"['N9271', 'N17419', 'N25722', 'N32387', 'N53696']",N9271,N17419,N25722,N32387,N53696
U51630,"['N25165', 'N19661', 'N57032', 'N38779', 'N1228']",N25165,N19661,N57032,N38779,N1228
U36708,"['N38779', 'N6578', 'N6477', 'N29212', 'N50872']",N38779,N6578,N6477,N29212,N50872
U35833,"['N41224', 'N17307', 'N57651', 'N55186', 'N26952']",N41224,N17307,N57651,N55186,N26952
U74535,"['N47020', 'N46029', 'N46526', 'N20527', 'N51048']",N47020,N46029,N46526,N20527,N51048
U15369,"['N47020', 'N6099', 'N29952', 'N28585', 'N20043']",N47020,N6099,N29952,N28585,N20043
U8212,"['N14184', 'N57614', 'N61022', 'N44651', 'N50675']",N14184,N57614,N61022,N44651,N50675
U15758,"['N51398', 'N59852', 'N52000', 'N58051', 'N41881']",N51398,N59852,N52000,N58051,N41881
U88087,"['N47020', 'N53696', 'N555', 'N30725', 'N57342']",N47020,N53696,N555,N30725,N57342
U7903,"['N47020', 'N21377', 'N55880', 'N40109', 'N38783']",N47020,N21377,N55880,N40109,N38783
U34208,"['N29739', 'N48017', 'N13614', 'N51570', 'N49712']",N29739,N48017,N13614,N51570,N49712
U51835,"['N46263', 'N13005', 'N32641', 'N48017', 'N50872']",N46263,N13005,N32641,N48017,N50872
U88773,"['N57809', 'N38315', 'N54381', 'N36789', 'N54489']",N57809,N38315,N54381,N36789,N54489
U53101,"['N17117', 'N47903', 'N36261', 'N20746', 'N13907']",N17117,N47903,N36261,N20746,N13907
U11006,"['N3304', 'N60612', 'N54489', 'N21479', 'N31504']",N3304,N60612,N54489,N21479,N31504
U29364,"['N53075', 'N35305', 'N47020', 'N57943', 'N9846']",N53075,N35305,N47020,N57943,N9846
U20604,"['N47020', 'N21707', 'N35729', 'N63538', 'N55204']",N47020,N21707,N35729,N63538,N55204
U5550,"['N41224', 'N17307', 'N26952', 'N57651', 'N23085']",N41224,N17307,N26952,N57651,N23085
U69311,"['N58077', 'N29572', 'N12714', 'N5146', 'N47020']",N58077,N29572,N12714,N5146,N47020
U66992,"['N47020', 'N56211', 'N48613', 'N29952', 'N57604']",N47020,N56211,N48613,N29952,N57604
U51104,"['N41224', 'N3031', 'N51048', 'N49712', 'N26952']",N41224,N3031,N51048,N49712,N26952
U28543,"['N26601', 'N3846', 'N30725', 'N57005', 'N35305']",N26601,N3846,N30725,N57005,N35305
U63582,"['N51764', 'N1034', 'N3339', 'N63646', 'N17419']",N51764,N1034,N3339,N63646,N17419
U34209,"['N38779', 'N46821', 'N23877', 'N29739', 'N49712']",N38779,N46821,N23877,N29739,N49712
U90260,"['N6099', 'N56598', 'N35729', 'N57385', 'N36621']",N6099,N56598,N35729,N57385,N36621
U11883,"['N56243', 'N46055', 'N20041', 'N43368', 'N10333']",N56243,N46055,N20041,N43368,N10333
U31250,"['N56211', 'N29735', 'N27737', 'N45523', 'N16118']",N56211,N29735,N27737,N45523,N16118
U86854,"['N39317', 'N64851', 'N35729', 'N40380', 'N49200']",N39317,N64851,N35729,N40380,N49200
U66513,"['N38779', 'N19661', 'N35729', 'N21707', 'N1539']",N38779,N19661,N35729,N21707,N1539
U85204,"['N39115', 'N51398', 'N60374', 'N47020', 'N59852']",N39115,N51398,N60374,N47020,N59852
U20620,"['N39317', 'N42977', 'N59170', 'N7821', 'N33885']",N39317,N42977,N59170,N7821,N33885
U84676,"['N61022', 'N19661', 'N53714', 'N37338', 'N6837']",N61022,N19661,N53714,N37338,N6837
U49462,"['N63106', 'N21351', 'N49668', 'N27540', 'N1102']",N63106,N21351,N49668,N27540,N1102
U11908,"['N43502', 'N40725', 'N55689', 'N13930', 'N23414']",N43502,N40725,N55689,N13930,N23414
U90645,"['N26954', 'N26706', 'N55186', 'N15931', 'N17307']",N26954,N26706,N55186,N15931,N17307
U49770,"['N14547', 'N49483', 'N59138', 'N1858', 'N51006']",N14547,N49483,N59138,N1858,N51006
U43635,"['N64916', 'N56211', 'N61022', 'N1034', 'N51048']",N64916,N56211,N61022,N1034,N51048
U93820,"['N21707', 'N6099', 'N35729', 'N32791', 'N13801']",N21707,N6099,N35729,N32791,N13801
U35599,"['N16463', 'N39317', 'N40380', 'N49200', 'N62386']",N16463,N39317,N40380,N49200,N62386
U88300,"['N20495', 'N39317', 'N45704', 'N33212', 'N42977']",N20495,N39317,N45704,N33212,N42977
U79546,"['N38779', 'N23877', 'N49712', 'N48017', 'N23446']",N38779,N23877,N49712,N48017,N23446
U91248,"['N64916', 'N57097', 'N20076', 'N45266', 'N61022']",N64916,N57097,N20076,N45266,N61022
U49043,"['N6767', 'N44830', 'N16833', 'N21619', 'N15020']",N6767,N44830,N16833,N21619,N15020
U72526,"['N42977', 'N9623', 'N23877', 'N64174', 'N45266']",N42977,N9623,N23877,N64174,N45266
U74529,"['N58710', 'N27521', 'N2869', 'N23174', 'N15132']",N58710,N27521,N2869,N23174,N15132
U8382,"['N50675', 'N62360', 'N33619', 'N63390', 'N7319']",N50675,N62360,N33619,N63390,N7319
U4912,"['N35729', 'N38779', 'N7809', 'N23877', 'N50872']",N35729,N38779,N7809,N23877,N50872
U61469,"['N26706', 'N46666', 'N63478', 'N61022', 'N15160']",N26706,N46666,N63478,N61022,N15160
U23896,"['N42515', 'N3380', 'N55322', 'N19661', 'N41934']",N42515,N3380,N55322,N19661,N41934
U68135,"['N23174', 'N30725', 'N55207', 'N56598', 'N47067']",N23174,N30725,N55207,N56598,N47067
U27724,"['N57402', 'N54489', 'N46526', 'N46029', 'N2350']",N57402,N54489,N46526,N46029,N2350
U22478,"['N42614', 'N22111', 'N17307', 'N57651', 'N56051']",N42614,N22111,N17307,N57651,N56051
U47554,"['N36621', 'N16318', 'N9158', 'N59252', 'N32841']",N36621,N16318,N9158,N59252,N32841
U50504,"['N19661', 'N38779', 'N34185', 'N53515', 'N62318']",N19661,N38779,N34185,N53515,N62318
U49908,"['N28585', 'N50675', 'N62360', 'N33619', 'N49180']",N28585,N50675,N62360,N33619,N49180
U84570,"['N30725', 'N64176', 'N10272', 'N39471', 'N350']",N30725,N64176,N10272,N39471,N350
U86652,"['N32534', 'N20134', 'N16616', 'N24457', 'N21925']",N32534,N20134,N16616,N24457,N21925
U44205,"['N4034', 'N17913', 'N22430', 'N59508', 'N21784']",N4034,N17913,N22430,N59508,N21784
U51885,"['N19661', 'N56211', 'N25165', 'N59142', 'N39015']",N19661,N56211,N25165,N59142,N39015
U31080,"['N54489', 'N57809', 'N36789', 'N63970', 'N40839']",N54489,N57809,N36789,N63970,N40839
U41200,"['N20043', 'N56243', 'N59461', 'N28585', 'N45389']",N20043,N56243,N59461,N28585,N45389
U58465,"['N38779', 'N57604', 'N23877', 'N34668', 'N45523']",N38779,N57604,N23877,N34668,N45523
U50474,"['N4819', 'N8913', 'N63583', 'N27708', 'N30725']",N4819,N8913,N63583,N27708,N30725
U73652,"['N36261', 'N51048', 'N17117', 'N4642', 'N56214']",N36261,N51048,N17117,N4642,N56214
U26222,"['N61022', 'N51398', 'N44651', 'N49279', 'N27845']",N61022,N51398,N44651,N49279,N27845
U62988,"['N33619', 'N62360', 'N32544', 'N41020', 'N58363']",N33619,N62360,N32544,N41020,N58363
U10853,"['N4148', 'N1034', 'N57962', 'N26706', 'N44123']",N4148,N1034,N57962,N26706,N44123
U20917,"['N60872', 'N21707', 'N40725', 'N2', 'N59436']",N60872,N21707,N40725,N2,N59436
U8244,"['N41178', 'N60374', 'N23760', 'N58051', 'N39115']",N41178,N60374,N23760,N58051,N39115
U923,"['N5957', 'N39115', 'N51398', 'N60374', 'N25764']",N5957,N39115,N51398,N60374,N25764
U19451,"['N35729', 'N48759', 'N61214', 'N59981', 'N55689']",N35729,N48759,N61214,N59981,N55689
U15438,"['N62314', 'N4034', 'N32030', 'N21351', 'N61768']",N62314,N4034,N32030,N21351,N61768
U68780,"['N51048', 'N36261', 'N8509', 'N56214', 'N47061']",N51048,N36261,N8509,N56214,N47061
U88578,"['N52752', 'N39317', 'N166', 'N42977', 'N20325']",N52752,N39317,N166,N42977,N20325
U21119,"['N43502', 'N2350', 'N57957', 'N19542', 'N55689']",N43502,N2350,N57957,N19542,N55689
U49076,"['N21882', 'N61022', 'N57614', 'N48657', 'N31679']",N21882,N61022,N57614,N48657,N31679
U41131,"['N1034', 'N3031', 'N47020', 'N17117', 'N36261']",N1034,N3031,N47020,N17117,N36261
U12283,"['N64914', 'N51048', 'N47020', 'N36261', 'N17117']",N64914,N51048,N47020,N36261,N17117
U56521,"['N31029', 'N62360', 'N57754', 'N42634', 'N32182']",N31029,N62360,N57754,N42634,N32182
U5917,"['N31947', 'N36789', 'N28495', 'N33619', 'N20041']",N31947,N36789,N28495,N33619,N20041
U87373,"['N39317', 'N42977', 'N12029', 'N58114', 'N6890']",N39317,N42977,N12029,N58114,N6890
U22077,"['N21741', 'N36789', 'N54489', 'N50675', 'N62395']",N21741,N36789,N54489,N50675,N62395
U88038,"['N35729', 'N61022', 'N57651', 'N55186', 'N23085']",N35729,N61022,N57651,N55186,N23085
U53944,"['N26952', 'N23414', 'N55689', 'N53585', 'N36681']",N26952,N23414,N55689,N53585,N36681
U7806,"['N42515', 'N56211', 'N51048', 'N27737', 'N29735']",N42515,N56211,N51048,N27737,N29735
U64504,"['N21741', 'N31947', 'N36789', 'N54489', 'N33619']",N21741,N31947,N36789,N54489,N33619
U6295,"['N1034', 'N47020', 'N45270', 'N57097', 'N61022']",N1034,N47020,N45270,N57097,N61022
U12476,"['N46029', 'N2350', 'N46526', 'N54489', 'N16920']",N46029,N2350,N46526,N54489,N16920
U82112,"['N6099', 'N56598', 'N10688', 'N54489', 'N57342']",N6099,N56598,N10688,N54489,N57342
U6997,"['N23877', 'N38779', 'N51570', 'N40109', 'N23446']",N23877,N38779,N51570,N40109,N23446
U9684,"['N64851', 'N38779', 'N23877', 'N41387', 'N29212']",N64851,N38779,N23877,N41387,N29212
U53904,"['N43502', 'N45266', 'N40725', 'N51048', 'N41172']",N43502,N45266,N40725,N51048,N41172
U46982,"['N57097', 'N1034', 'N64916', 'N61022', 'N42346']",N57097,N1034,N64916,N61022,N42346
U772,"['N21882', 'N61022', 'N48657', 'N26706', 'N14520']",N21882,N61022,N48657,N26706,N14520
U49067,"['N38869', 'N42515', 'N56211', 'N7494', 'N47652']",N38869,N42515,N56211,N7494,N47652
U83895,"['N33619', 'N50675', 'N20069', 'N62360', 'N63970']",N33619,N50675,N20069,N62360,N63970
U22037,"['N287', 'N48046', 'N50675', 'N47061', 'N49180']",N287,N48046,N50675,N47061,N49180
U35573,"['N55322', 'N37338', 'N34185', 'N45523', 'N6837']",N55322,N37338,N34185,N45523,N6837
U5711,"['N42028', 'N510', 'N9104', 'N29017', 'N59852']",N42028,N510,N9104,N29017,N59852
U68640,"['N51048', 'N4642', 'N7618', 'N21420', 'N8509']",N51048,N4642,N7618,N21420,N8509
U64607,"['N31947', 'N33619', 'N49610', 'N62688', 'N50675']",N31947,N33619,N49610,N62688,N50675
U16350,"['N287', 'N35729', 'N7809', 'N45266', 'N51048']",N287,N35729,N7809,N45266,N51048
U60400,"['N36261', 'N56211', 'N51048', 'N61740', 'N56214']",N36261,N56211,N51048,N61740,N56214
U22466,"['N35729', 'N61214', 'N63550', 'N27581', 'N63538']",N35729,N61214,N63550,N27581,N63538
U84878,"['N21882', 'N48572', 'N40725', 'N43502', 'N2350']",N21882,N48572,N40725,N43502,N2350
U71299,"['N54489', 'N54381', 'N53696', 'N20486', 'N9271']",N54489,N54381,N53696,N20486,N9271
U6486,"['N55186', 'N23085', 'N26952', 'N57651', 'N37533']",N55186,N23085,N26952,N57651,N37533
U93172,"['N19661', 'N51048', 'N4642', 'N56214', 'N64252']",N19661,N51048,N4642,N56214,N64252
U51803,"['N42039', 'N41222', 'N45616', 'N57402', 'N46029']",N42039,N41222,N45616,N57402,N46029
U32820,"['N30963', 'N26706', 'N44616', 'N43500', 'N13565']",N30963,N26706,N44616,N43500,N13565
U17401,"['N19661', 'N33828', 'N47652', 'N41934', 'N14478']",N19661,N33828,N47652,N41934,N14478
U63224,"['N42977', 'N20076', 'N45266', 'N35170', 'N34876']",N42977,N20076,N45266,N35170,N34876
U70003,"['N51048', 'N36261', 'N17117', 'N64252', 'N4642']",N51048,N36261,N17117,N64252,N4642
U92022,"['N41224', 'N26952', 'N49685', 'N29128', 'N36681']",N41224,N26952,N49685,N29128,N36681
U65889,"['N48510', 'N43500', 'N58075', 'N37108', 'N15020']",N48510,N43500,N58075,N37108,N15020
U51035,"['N1034', 'N47020', 'N65185', 'N25867', 'N17965']",N1034,N47020,N65185,N25867,N17965
U75462,"['N42977', 'N7821', 'N12029', 'N33677', 'N20678']",N42977,N7821,N12029,N33677,N20678
U26707,"['N54489', 'N41222', 'N46029', 'N26952', 'N46526']",N54489,N41222,N46029,N26952,N46526
U75566,"['N49123', 'N6953', 'N43837', 'N16463', 'N20678']",N49123,N6953,N43837,N16463,N20678
U56940,"['N11681', 'N29735', 'N56211', 'N42515', 'N33828']",N11681,N29735,N56211,N42515,N33828
U76203,"['N6578', 'N62360', 'N36789', 'N20069', 'N31947']",N6578,N62360,N36789,N20069,N31947
U13795,"['N50406', 'N6099', 'N63341', 'N26376', 'N16804']",N50406,N6099,N63341,N26376,N16804
U19785,"['N6693', 'N261', 'N55689', 'N27560', 'N20678']",N6693,N261,N55689,N27560,N20678
U23068,"['N1034', 'N288', 'N57097', 'N64916', 'N42346']",N1034,N288,N57097,N64916,N42346
U34448,"['N25165', 'N19661', 'N38779', 'N29212', 'N62318']",N25165,N19661,N38779,N29212,N62318
U83010,"['N57651', 'N17307', 'N41224', 'N55489', 'N29128']",N57651,N17307,N41224,N55489,N29128
U70377,"['N2350', 'N43502', 'N20495', 'N51331', 'N40725']",N2350,N43502,N20495,N51331,N40725
U21684,"['N30071', 'N48302', 'N18522', 'N59685', 'N13288']",N30071,N48302,N18522,N59685,N13288
U46490,"['N56211', 'N41934', 'N48487', 'N27737', 'N52867']",N56211,N41934,N48487,N27737,N52867
U76579,"['N34668', 'N46283', 'N34869', 'N47098', 'N37157']",N34668,N46283,N34869,N47098,N37157
U1651,"['N51048', 'N36261', 'N37437', 'N21420', 'N51287']",N51048,N36261,N37437,N21420,N51287
U31495,"['N61296', 'N25165', 'N58660', 'N49712', 'N32759']",N61296,N25165,N58660,N49712,N32759
U20913,"['N28188', 'N36789', 'N14184', 'N62395', 'N21741']",N28188,N36789,N14184,N62395,N21741
U81046,"['N20495', 'N63442', 'N23548', 'N5737', 'N6553']",N20495,N63442,N23548,N5737,N6553
U43784,"['N62360', 'N65185', 'N40839', 'N58363', 'N9473']",N62360,N65185,N40839,N58363,N9473
U71242,"['N35729', 'N59981', 'N27581', 'N42961', 'N32791']",N35729,N59981,N27581,N42961,N32791
U78804,"['N42977', 'N35170', 'N35729', 'N56193', 'N62729']",N42977,N35170,N35729,N56193,N62729
U37562,"['N17117', 'N51048', 'N36261', 'N21420', 'N56214']",N17117,N51048,N36261,N21420,N56214
U4724,"['N51048', 'N36261', 'N38215', 'N4642', 'N64252']",N51048,N36261,N38215,N4642,N64252
U56279,"['N54489', 'N41222', 'N46029', 'N46526', 'N2350']",N54489,N41222,N46029,N46526,N2350
U44983,"['N36261', 'N17117', 'N51048', 'N36221', 'N8509']",N36261,N17117,N51048,N36221,N8509
U8351,"['N57651', 'N61022', 'N59390', 'N10386', 'N36681']",N57651,N61022,N59390,N10386,N36681
U36437,"['N7809', 'N35729', 'N21707', 'N52622', 'N55689']",N7809,N35729,N21707,N52622,N55689
U41244,"['N46821', 'N38779', 'N48017', 'N29212', 'N40109']",N46821,N38779,N48017,N29212,N40109
U20458,"['N21707', 'N6099', 'N35729', 'N42961', 'N55689']",N21707,N6099,N35729,N42961,N55689
U10413,"['N30071', 'N23877', 'N64174', 'N49712', 'N29739']",N30071,N23877,N64174,N49712,N29739
U62186,"['N54489', 'N41222', 'N46526', 'N2350', 'N46029']",N54489,N41222,N46526,N2350,N46029
U62385,"['N56598', 'N6099', 'N60872', 'N43502', 'N21707']",N56598,N6099,N60872,N43502,N21707
U53459,"['N2350', 'N43502', 'N40725', 'N19542', 'N33964']",N2350,N43502,N40725,N19542,N33964
U34763,"['N48759', 'N7809', 'N35729', 'N18870', 'N4912']",N48759,N7809,N35729,N18870,N4912
U36000,"['N25953', 'N30725', 'N50406', 'N26607', 'N21882']",N25953,N30725,N50406,N26607,N21882
U27013,"['N26706', 'N44651', 'N61022', 'N57614', 'N49279']",N26706,N44651,N61022,N57614,N49279
U18189,"['N42977', 'N20495', 'N53585', 'N33885', 'N23414']",N42977,N20495,N53585,N33885,N23414
U75839,"['N46029', 'N54489', 'N57402', 'N41222', 'N2350']",N46029,N54489,N57402,N41222,N2350
U5640,"['N29952', 'N47020', 'N40530', 'N60872', 'N40431']",N29952,N47020,N40530,N60872,N40431
U41669,"['N20178', 'N39317', 'N62386', 'N16616', 'N42977']",N20178,N39317,N62386,N16616,N42977
U16394,"['N47020', 'N1034', 'N36752', 'N39342', 'N8929']",N47020,N1034,N36752,N39342,N8929
U77390,"['N16439', 'N25165', 'N19661', 'N34185', 'N45523']",N16439,N25165,N19661,N34185,N45523
U3853,"['N62360', 'N24111', 'N40839', 'N58363', 'N63970']",N62360,N24111,N40839,N58363,N63970
U8324,"['N57402', 'N54489', 'N2350', 'N46029', 'N41222']",N57402,N54489,N2350,N46029,N41222
U85900,"['N49712', 'N51048', 'N48064', 'N42457', 'N36261']",N49712,N51048,N48064,N42457,N36261
U74685,"['N21707', 'N45612', 'N43502', 'N45270', 'N60872']",N21707,N45612,N43502,N45270,N60872
U67563,"['N27601', 'N34579', 'N22457', 'N2578', 'N12029']",N27601,N34579,N22457,N2578,N12029
U9111,"['N33872', 'N32087', 'N48606', 'N6342', 'N60162']",N33872,N32087,N48606,N6342,N60162
U73606,"['N57651', 'N39115', 'N51398', 'N41224', 'N41178']",N57651,N39115,N51398,N41224,N41178
U71532,"['N44830', 'N30725', 'N35729', 'N26903', 'N12109']",N44830,N30725,N35729,N26903,N12109
U61289,"['N17117', 'N51048', 'N32211', 'N39774', 'N36261']",N17117,N51048,N32211,N39774,N36261
U25073,"['N35170', 'N20076', 'N42977', 'N45266', 'N60992']",N35170,N20076,N42977,N45266,N60992
U10140,"['N29340', 'N61950', 'N48950', 'N20134', 'N19903']",N29340,N61950,N48950,N20134,N19903
