user_id,preds,pred_1,pred_2,pred_3,pred_4,pred_5
U76497,"['N1034', 'N59852', 'N47020', 'N29218', 'N18870']",N1034,N59852,N47020,N29218,N18870
U50973,"['N23877', 'N9623', 'N28767', 'N40559', 'N59214']",N23877,N9623,N28767,N40559,N59214
U61370,"['N11138', 'N62360', 'N16096', 'N55309', 'N62386']",N11138,N62360,N16096,N55309,N62386
U39026,"['N64094', 'N39010', 'N51048', 'N59673', 'N34876']",N64094,N39010,N51048,N59673,N34876
U9779,"['N5146', 'N58660', 'N4162', 'N40109', 'N32759']",N5146,N58660,N4162,N40109,N32759
U80955,"['N16096', 'N31947', 'N33619', 'N62386', 'N64734']",N16096,N31947,N33619,N62386,N64734
U68943,"['N21882', 'N61022', 'N48657', 'N26706', 'N37533']",N21882,N61022,N48657,N26706,N37533
U8592,"['N2350', 'N60612', 'N54489', 'N23081', 'N16920']",N2350,N60612,N54489,N23081,N16920
U93398,"['N42977', 'N45266', 'N20076', 'N35170', 'N59673']",N42977,N45266,N20076,N35170,N59673
U63916,"['N37384', 'N28281', 'N49872', 'N48613', 'N25165']",N37384,N28281,N49872,N48613,N25165
U39454,"['N9623', 'N36184', 'N29340', 'N24457', 'N47267']",N9623,N36184,N29340,N24457,N47267
U76990,"['N33619', 'N62360', 'N43502', 'N63970', 'N55689']",N33619,N62360,N43502,N63970,N55689
U88466,"['N45266', 'N20915', 'N41555', 'N30725', 'N29003']",N45266,N20915,N41555,N30725,N29003
U10390,"['N35170', 'N42977', 'N36659', 'N13579', 'N48063']",N35170,N42977,N36659,N13579,N48063
U24291,"['N4034', 'N49712', 'N37384', 'N57604', 'N8242']",N4034,N49712,N37384,N57604,N8242
U58153,"['N35729', 'N26706', 'N48657', 'N48759', 'N55186']",N35729,N26706,N48657,N48759,N55186
U7800,"['N28357', 'N52535', 'N56598', 'N15931', 'N48606']",N28357,N52535,N56598,N15931,N48606
U80182,"['N56777', 'N19661', 'N57032', 'N46283', 'N18978']",N56777,N19661,N57032,N46283,N18978
U76801,"['N31029', 'N64851', 'N62360', 'N16096', 'N62386']",N31029,N64851,N62360,N16096,N62386
U82677,"['N35729', 'N15931', 'N21619', 'N33985', 'N18613']",N35729,N15931,N21619,N33985,N18613
U33087,"['N28357', 'N5146', 'N19911', 'N27601', 'N29952']",N28357,N5146,N19911,N27601,N29952
U77683,"['N59852', 'N39115', 'N51398', 'N41881', 'N16209']",N59852,N39115,N51398,N41881,N16209
U64819,"['N56211', 'N42515', 'N52424', 'N27737', 'N62750']",N56211,N42515,N52424,N27737,N62750
U19735,"['N54489', 'N39317', 'N46526', 'N64745', 'N305']",N54489,N39317,N46526,N64745,N305
U61986,"['N287', 'N51048', 'N26025', 'N63106', 'N34048']",N287,N51048,N26025,N63106,N34048
U93047,"['N38779', 'N25165', 'N19661', 'N57032', 'N1228']",N38779,N25165,N19661,N57032,N1228
U82680,"['N56243', 'N45389', 'N55309', 'N17419', 'N58077']",N56243,N45389,N55309,N17419,N58077
U7277,"['N39317', 'N42977', 'N36659', 'N33885', 'N17059']",N39317,N42977,N36659,N33885,N17059
U53512,"['N35729', 'N61214', 'N55689', 'N32437', 'N27581']",N35729,N61214,N55689,N32437,N27581
U86180,"['N36689', 'N18978', 'N8711', 'N39149', 'N57032']",N36689,N18978,N8711,N39149,N57032
U32039,"['N53696', 'N32387', 'N33619', 'N9271', 'N56598']",N53696,N32387,N33619,N9271,N56598
U51630,"['N19661', 'N57032', 'N38779', 'N1228', 'N40109']",N19661,N57032,N38779,N1228,N40109
U35833,"['N41224', 'N26952', 'N57651', 'N17307', 'N55186']",N41224,N26952,N57651,N17307,N55186
U74535,"['N49712', 'N47020', 'N2350', 'N20527', 'N65118']",N49712,N47020,N2350,N20527,N65118
U15369,"['N45389', 'N2869', 'N28585', 'N47020', 'N20043']",N45389,N2869,N28585,N47020,N20043
U15758,"['N51398', 'N58051', 'N59852', 'N27845', 'N41881']",N51398,N58051,N59852,N27845,N41881
U88087,"['N53696', 'N56598', 'N47020', 'N27473', 'N57342']",N53696,N56598,N47020,N27473,N57342
U7903,"['N40109', 'N47020', 'N21377', 'N55880', 'N50872']",N40109,N47020,N21377,N55880,N50872
U34208,"['N29739', 'N48017', 'N13614', 'N23877', 'N51570']",N29739,N48017,N13614,N23877,N51570
U51835,"['N48017', 'N32641', 'N46263', 'N13005', 'N45509']",N48017,N32641,N46263,N13005,N45509
U88773,"['N36789', 'N2350', 'N57809', 'N38315', 'N54489']",N36789,N2350,N57809,N38315,N54489
U53101,"['N17117', 'N36261', 'N47903', 'N20746', 'N57426']",N17117,N36261,N47903,N20746,N57426
U11006,"['N60612', 'N54489', 'N33619', 'N21479', 'N31504']",N60612,N54489,N33619,N21479,N31504
U29364,"['N53075', 'N47020', 'N35305', 'N57943', 'N9846']",N53075,N47020,N35305,N57943,N9846
U20604,"['N21707', 'N47020', 'N35729', 'N63538', 'N55204']",N21707,N47020,N35729,N63538,N55204
U5550,"['N41224', 'N26952', 'N23085', 'N57651', 'N17307']",N41224,N26952,N23085,N57651,N17307
U69311,"['N36184', 'N5146', 'N47020', 'N29572', 'N20134']",N36184,N5146,N47020,N29572,N20134
U66992,"['N23877', 'N49712', 'N48613', 'N56211', 'N47020']",N23877,N49712,N48613,N56211,N47020
U28543,"['N57943', 'N17357', 'N57005', 'N26601', 'N3846']",N57943,N17357,N57005,N26601,N3846
U37216,"['N64851', 'N62360', 'N31029', 'N49180', 'N58363']",N64851,N62360,N31029,N49180,N58363
U63582,"['N1034', 'N63646', 'N3339', 'N51764', 'N13486']",N1034,N63646,N3339,N51764,N13486
U34209,"['N23877', 'N38779', 'N64174', 'N46821', 'N40109']",N23877,N38779,N64174,N46821,N40109
U90260,"['N35729', 'N57385', 'N21707', 'N7809', 'N56598']",N35729,N57385,N21707,N7809,N56598
U11883,"['N56243', 'N46055', 'N17419', 'N20041', 'N43368']",N56243,N46055,N17419,N20041,N43368
U31250,"['N45523', 'N56211', 'N29735', 'N52867', 'N1031']",N45523,N56211,N29735,N52867,N1031
U86854,"['N35729', 'N39317', 'N64851', 'N55689', 'N33261']",N35729,N39317,N64851,N55689,N33261
U66513,"['N35729', 'N38779', 'N21707', 'N19661', 'N55689']",N35729,N38779,N21707,N19661,N55689
U85204,"['N51398', 'N47020', 'N60374', 'N39115', 'N59852']",N51398,N47020,N60374,N39115,N59852
U20620,"['N39317', 'N42977', 'N59170', 'N7821', 'N33885']",N39317,N42977,N59170,N7821,N33885
U84676,"['N61022', 'N19661', 'N53714', 'N36226', 'N23446']",N61022,N19661,N53714,N36226,N23446
U49462,"['N52471', 'N63106', 'N21351', 'N49712', 'N27540']",N52471,N63106,N21351,N49712,N27540
U90645,"['N55186', 'N17307', 'N15931', 'N26954', 'N26706']",N55186,N17307,N15931,N26954,N26706
U49770,"['N14547', 'N3431', 'N49483', 'N33563', 'N59566']",N14547,N3431,N49483,N33563,N59566
U43635,"['N61022', 'N64916', 'N1034', 'N52867', 'N4642']",N61022,N64916,N1034,N52867,N4642
U83497,"['N33619', 'N50675', 'N62360', 'N48046', 'N49180']",N33619,N50675,N62360,N48046,N49180
U93820,"['N35729', 'N21707', 'N6099', 'N28413', 'N55689']",N35729,N21707,N6099,N28413,N55689
U35599,"['N16096', 'N49200', 'N62386', 'N64851', 'N16463']",N16096,N49200,N62386,N64851,N16463
U88300,"['N42977', 'N39317', 'N20495', 'N22407', 'N45704']",N42977,N39317,N20495,N22407,N45704
U79546,"['N23877', 'N49712', 'N48017', 'N38779', 'N23446']",N23877,N49712,N48017,N38779,N23446
U91248,"['N64916', 'N57097', 'N61022', 'N47061', 'N45266']",N64916,N57097,N61022,N47061,N45266
U72526,"['N23877', 'N42977', 'N36659', 'N45266', 'N9623']",N23877,N42977,N36659,N45266,N9623
U8382,"['N33619', 'N50675', 'N62360', 'N49180', 'N63390']",N33619,N50675,N62360,N49180,N63390
U4912,"['N35729', 'N38779', 'N23877', 'N23446', 'N50872']",N35729,N38779,N23877,N23446,N50872
U61469,"['N46666', 'N26706', 'N63478', 'N15160', 'N57614']",N46666,N26706,N63478,N15160,N57614
U23896,"['N47612', 'N19661', 'N3380', 'N42515', 'N44698']",N47612,N19661,N3380,N42515,N44698
U68135,"['N21882', 'N23174', 'N55207', 'N56598', 'N47067']",N21882,N23174,N55207,N56598,N47067
U27724,"['N46029', 'N54489', 'N2350', 'N8191', 'N55204']",N46029,N54489,N2350,N8191,N55204
U22478,"['N42614', 'N17307', 'N22111', 'N37533', 'N56051']",N42614,N17307,N22111,N37533,N56051
U47554,"['N2869', 'N36621', 'N59252', 'N9158', 'N32841']",N2869,N36621,N59252,N9158,N32841
U49908,"['N33619', 'N62360', 'N28585', 'N50675', 'N49180']",N33619,N62360,N28585,N50675,N49180
U86652,"['N32534', 'N34081', 'N20134', 'N3285', 'N28931']",N32534,N34081,N20134,N3285,N28931
U44205,"['N22430', 'N4034', 'N37764', 'N21784', 'N51398']",N22430,N4034,N37764,N21784,N51398
U51885,"['N39015', 'N59142', 'N25165', 'N19661', 'N62318']",N39015,N59142,N25165,N19661,N62318
U31080,"['N36789', 'N57809', 'N54489', 'N58363', 'N63970']",N36789,N57809,N54489,N58363,N63970
U41200,"['N45389', 'N16725', 'N56243', 'N20043', 'N59461']",N45389,N16725,N56243,N20043,N59461
U58465,"['N48017', 'N23877', 'N38779', 'N34668', 'N57604']",N48017,N23877,N38779,N34668,N57604
U50474,"['N17357', 'N4819', 'N8913', 'N27708', 'N9617']",N17357,N4819,N8913,N27708,N9617
U73652,"['N17117', 'N51048', 'N36261', 'N4642', 'N4510']",N17117,N51048,N36261,N4642,N4510
U26222,"['N61022', 'N51398', 'N44651', 'N27845', 'N49279']",N61022,N51398,N44651,N27845,N49279
U10853,"['N57097', 'N4148', 'N31424', 'N26706', 'N1604']",N57097,N4148,N31424,N26706,N1604
U20917,"['N60872', 'N21707', 'N40725', 'N2', 'N59436']",N60872,N21707,N40725,N2,N59436
U8244,"['N23760', 'N58051', 'N41178', 'N60374', 'N41881']",N23760,N58051,N41178,N60374,N41881
U923,"['N51398', 'N60374', 'N39115', 'N5957', 'N25764']",N51398,N60374,N39115,N5957,N25764
U19451,"['N35729', 'N61214', 'N48759', 'N59981', 'N13801']",N35729,N61214,N48759,N59981,N13801
U15438,"['N38496', 'N62314', 'N32030', 'N4034', 'N63478']",N38496,N62314,N32030,N4034,N63478
U68780,"['N8509', 'N51048', 'N36261', 'N56214', 'N4642']",N8509,N51048,N36261,N56214,N4642
U88578,"['N39317', 'N166', 'N52752', 'N26673', 'N3663']",N39317,N166,N52752,N26673,N3663
U21119,"['N55689', 'N2350', 'N43502', 'N19542', 'N55204']",N55689,N2350,N43502,N19542,N55204
U49076,"['N21882', 'N14520', 'N61022', 'N48657', 'N31679']",N21882,N14520,N61022,N48657,N31679
U12283,"['N47020', 'N64914', 'N51048', 'N35273', 'N33885']",N47020,N64914,N51048,N35273,N33885
U56521,"['N49180', 'N31029', 'N62360', 'N57754', 'N42634']",N49180,N31029,N62360,N57754,N42634
U22077,"['N14184', 'N36789', 'N33619', 'N62395', 'N20079']",N14184,N36789,N33619,N62395,N20079
U88038,"['N35729', 'N61214', 'N61022', 'N23085', 'N55186']",N35729,N61214,N61022,N23085,N55186
U7806,"['N42515', 'N29735', 'N56211', 'N27737', 'N51048']",N42515,N29735,N56211,N27737,N51048
U64504,"['N31947', 'N54489', 'N36789', 'N2350', 'N62395']",N31947,N54489,N36789,N2350,N62395
U6295,"['N45270', 'N1034', 'N64916', 'N47020', 'N57097']",N45270,N1034,N64916,N47020,N57097
U82112,"['N6099', 'N56598', 'N10688', 'N20486', 'N57342']",N6099,N56598,N10688,N20486,N57342
U9684,"['N23877', 'N64851', 'N38779', 'N41387', 'N23446']",N23877,N64851,N38779,N41387,N23446
U53904,"['N43502', 'N40725', 'N60872', 'N55204', 'N33964']",N43502,N40725,N60872,N55204,N33964
U46982,"['N1034', 'N64916', 'N43869', 'N288', 'N57097']",N1034,N64916,N43869,N288,N57097
U772,"['N21882', 'N14520', 'N61022', 'N53245', 'N26706']",N21882,N14520,N61022,N53245,N26706
U57427,"['N35729', 'N48759', 'N12042', 'N49685', 'N27581']",N35729,N48759,N12042,N49685,N27581
U49067,"['N56211', 'N42515', 'N38869', 'N61740', 'N47652']",N56211,N42515,N38869,N61740,N47652
U83895,"['N33619', 'N50675', 'N62360', 'N63970', 'N49180']",N33619,N50675,N62360,N63970,N49180
U22037,"['N50675', 'N287', 'N48046', 'N49180', 'N34876']",N50675,N287,N48046,N49180,N34876
U64607,"['N33619', 'N31947', 'N36789', 'N50675', 'N62688']",N33619,N31947,N36789,N50675,N62688
U16350,"['N35729', 'N7809', 'N287', 'N51048', 'N55689']",N35729,N7809,N287,N51048,N55689
U60400,"['N51048', 'N56211', 'N36261', 'N61740', 'N45523']",N51048,N56211,N36261,N61740,N45523
U84878,"['N48572', 'N40725', 'N21882', 'N22221', 'N43502']",N48572,N40725,N21882,N22221,N43502
U71299,"['N2350', 'N53696', 'N54489', 'N20486', 'N54381']",N2350,N53696,N54489,N20486,N54381
U6486,"['N23085', 'N26706', 'N26952', 'N55186', 'N37533']",N23085,N26706,N26952,N55186,N37533
U51803,"['N42039', 'N2350', 'N45616', 'N46029', 'N41222']",N42039,N2350,N45616,N46029,N41222
U32820,"['N26706', 'N49879', 'N60179', 'N43500', 'N13565']",N26706,N49879,N60179,N43500,N13565
U63224,"['N42977', 'N45266', 'N20076', 'N59673', 'N34876']",N42977,N45266,N20076,N59673,N34876
U70003,"['N17117', 'N51048', 'N36261', 'N64252', 'N48705']",N17117,N51048,N36261,N64252,N48705
U65889,"['N48510', 'N15020', 'N58075', 'N43500', 'N25703']",N48510,N15020,N58075,N43500,N25703
U51035,"['N1034', 'N47020', 'N17965', 'N25867', 'N65185']",N1034,N47020,N17965,N25867,N65185
U75566,"['N6953', 'N22457', 'N49123', 'N16463', 'N27497']",N6953,N22457,N49123,N16463,N27497
U56940,"['N11681', 'N29735', 'N47020', 'N33828', 'N50484']",N11681,N29735,N47020,N33828,N50484
U76203,"['N14184', 'N62360', 'N6578', 'N49180', 'N31947']",N14184,N62360,N6578,N49180,N31947
U23068,"['N1034', 'N57097', 'N64916', 'N288', 'N42346']",N1034,N57097,N64916,N288,N42346
U34448,"['N38779', 'N25165', 'N19661', 'N29212', 'N23446']",N38779,N25165,N19661,N29212,N23446
U83010,"['N57651', 'N41224', 'N17307', 'N55489', 'N29128']",N57651,N41224,N17307,N55489,N29128
U70377,"['N51331', 'N40725', 'N20495', 'N43502', 'N52622']",N51331,N40725,N20495,N43502,N52622
U21684,"['N18522', 'N30071', 'N48302', 'N59685', 'N13288']",N18522,N30071,N48302,N59685,N13288
U76579,"['N46283', 'N34668', 'N34869', 'N37157', 'N47098']",N46283,N34668,N34869,N37157,N47098
U1651,"['N4510', 'N51048', 'N36261', 'N37437', 'N48705']",N4510,N51048,N36261,N37437,N48705
U82570,"['N51048', 'N287', 'N45266', 'N59673', 'N34876']",N51048,N287,N45266,N59673,N34876
U31495,"['N49712', 'N61296', 'N58660', 'N32641', 'N25165']",N49712,N61296,N58660,N32641,N25165
U20913,"['N33619', 'N62360', 'N10121', 'N646', 'N62395']",N33619,N62360,N10121,N646,N62395
U81046,"['N23548', 'N60374', 'N6553', 'N20495', 'N5737']",N23548,N60374,N6553,N20495,N5737
U78804,"['N14531', 'N35729', 'N36659', 'N62729', 'N56193']",N14531,N35729,N36659,N62729,N56193
U37562,"['N17117', 'N51048', 'N36261', 'N21420', 'N4510']",N17117,N51048,N36261,N21420,N4510
U44983,"['N17117', 'N51048', 'N36261', 'N4510', 'N8509']",N17117,N51048,N36261,N4510,N8509
U8351,"['N61022', 'N49685', 'N57651', 'N36681', 'N10386']",N61022,N49685,N57651,N36681,N10386
U36437,"['N35729', 'N21707', 'N7809', 'N52622', 'N55689']",N35729,N21707,N7809,N52622,N55689
U41244,"['N46821', 'N23877', 'N48017', 'N38779', 'N23446']",N46821,N23877,N48017,N38779,N23446
U20458,"['N21707', 'N35729', 'N6099', 'N42961', 'N55689']",N21707,N35729,N6099,N42961,N55689
U62385,"['N56598', 'N6099', 'N60872', 'N21707', 'N43502']",N56598,N6099,N60872,N21707,N43502
U53459,"['N2350', 'N40725', 'N43502', 'N19542', 'N33964']",N2350,N40725,N43502,N19542,N33964
U34763,"['N48759', 'N61214', 'N7809', 'N35729', 'N55689']",N48759,N61214,N7809,N35729,N55689
U36000,"['N2869', 'N21882', 'N32087', 'N25953', 'N50406']",N2869,N21882,N32087,N25953,N50406
U75839,"['N46029', 'N54489', 'N2350', 'N41222', 'N57402']",N46029,N54489,N2350,N41222,N57402
U5640,"['N40530', 'N40431', 'N60872', 'N47020', 'N15020']",N40530,N40431,N60872,N47020,N15020
U41669,"['N20178', 'N39317', 'N62386', 'N42977', 'N16616']",N20178,N39317,N62386,N42977,N16616
U88963,"['N21707', 'N45270', 'N43502', 'N53585', 'N55689']",N21707,N45270,N43502,N53585,N55689
U77390,"['N16439', 'N38779', 'N25165', 'N19661', 'N62318']",N16439,N38779,N25165,N19661,N62318
U3853,"['N58363', 'N3344', 'N62360', 'N63970', 'N40839']",N58363,N3344,N62360,N63970,N40839
U8324,"['N46029', 'N2350', 'N54489', 'N41222', 'N57402']",N46029,N2350,N54489,N41222,N57402
U85900,"['N49712', 'N48064', 'N51048', 'N42457', 'N14029']",N49712,N48064,N51048,N42457,N14029
U74685,"['N21707', 'N45612', 'N43502', 'N46917', 'N60872']",N21707,N45612,N43502,N46917,N60872
U67563,"['N22457', 'N34579', 'N27601', 'N2578', 'N12029']",N22457,N34579,N27601,N2578,N12029
U73606,"['N41178', 'N39115', 'N57651', 'N51398', 'N41224']",N41178,N39115,N57651,N51398,N41224
U71532,"['N35729', 'N24455', 'N12109', 'N26903', 'N44830']",N35729,N24455,N12109,N26903,N44830
U61289,"['N32211', 'N36261', 'N51048', 'N17117', 'N21128']",N32211,N36261,N51048,N17117,N21128
U36466,"['N39317', 'N42977', 'N20495', 'N22407', 'N20678']",N39317,N42977,N20495,N22407,N20678
U25073,"['N45266', 'N42977', 'N20076', 'N35170', 'N62128']",N45266,N42977,N20076,N35170,N62128
U10140,"['N29340', 'N58813', 'N37497', 'N20134', 'N19903']",N29340,N58813,N37497,N20134,N19903
U48121,"['N17117', 'N36261', 'N42977', 'N4510', 'N8509']",N17117,N36261,N42977,N4510,N8509
U76479,"['N25764', 'N39115', 'N19661', 'N52000', 'N41178']",N25764,N39115,N19661,N52000,N41178
U54915,"['N35729', 'N18522', 'N29739', 'N64174', 'N23877']",N35729,N18522,N29739,N64174,N23877
U61056,"['N16096', 'N62360', 'N62386', 'N3344', 'N58363']",N16096,N62360,N62386,N3344,N58363
U4780,"['N60374', 'N64174', 'N25764', 'N23760', 'N56214']",N60374,N64174,N25764,N23760,N56214
U13780,"['N35729', 'N33619', 'N39010', 'N47578', 'N20079']",N35729,N33619,N39010,N47578,N20079
U77640,"['N39317', 'N48950', 'N20495', 'N58363', 'N29340']",N39317,N48950,N20495,N58363,N29340
U9403,"['N33619', 'N14184', 'N36789', 'N50675', 'N52000']",N33619,N14184,N36789,N50675,N52000
U1983,"['N287', 'N1046', 'N64094', 'N37660', 'N39010']",N287,N1046,N64094,N37660,N39010
U15964,"['N14184', 'N36789', 'N38779', 'N50675', 'N23877']",N14184,N36789,N38779,N50675,N23877
U18325,"['N58710', 'N6379', 'N55261', 'N7041', 'N32923']",N58710,N6379,N55261,N7041,N32923
U77643,"['N51398', 'N47020', 'N23548', 'N59852', 'N60374']",N51398,N47020,N23548,N59852,N60374
U71086,"['N60747', 'N61595', 'N9846', 'N61233', 'N38215']",N60747,N61595,N9846,N61233,N38215
U52654,"['N23446', 'N38779', 'N25165', 'N51570', 'N40109']",N23446,N38779,N25165,N51570,N40109
U70528,"['N37384', 'N49712', 'N18145', 'N54671', 'N55322']",N37384,N49712,N18145,N54671,N55322
U33835,"['N51048', 'N40725', 'N43502', 'N4642', 'N49685']",N51048,N40725,N43502,N4642,N49685
U75616,"['N28047', 'N36621', 'N9158', 'N14531', 'N41555']",N28047,N36621,N9158,N14531,N41555
U2279,"['N20915', 'N26673', 'N29860', 'N34081', 'N52122']",N20915,N26673,N29860,N34081,N52122
U92174,"['N33619', 'N22457', 'N62688', 'N62280', 'N10250']",N33619,N22457,N62688,N62280,N10250
U36007,"['N33619', 'N50675', 'N61022', 'N14184', 'N44651']",N33619,N50675,N61022,N14184,N44651
U54668,"['N679', 'N39115', 'N43500', 'N16209', 'N52000']",N679,N39115,N43500,N16209,N52000
U74784,"['N61022', 'N44651', 'N57614', 'N64513', 'N53245']",N61022,N44651,N57614,N64513,N53245
U5144,"['N64851', 'N40380', 'N39317', 'N40839', 'N12493']",N64851,N40380,N39317,N40839,N12493
U76049,"['N57097', 'N19911', 'N51398', 'N23548', 'N25764']",N57097,N19911,N51398,N23548,N25764
U34394,"['N23877', 'N48017', 'N37384', 'N29212', 'N38779']",N23877,N48017,N37384,N29212,N38779
U61738,"['N36659', 'N42977', 'N35170', 'N47061', 'N33885']",N36659,N42977,N35170,N47061,N33885
U49842,"['N39317', 'N20134', 'N62386', 'N7821', 'N7419']",N39317,N20134,N62386,N7821,N7419
U61021,"['N51398', 'N47020', 'N39115', 'N23548', 'N59852']",N51398,N47020,N39115,N23548,N59852
U71035,"['N38779', 'N57032', 'N19661', 'N40109', 'N45523']",N38779,N57032,N19661,N40109,N45523
U93252,"['N39317', 'N3663', 'N20495', 'N29340', 'N52752']",N39317,N3663,N20495,N29340,N52752
U34684,"['N47067', 'N7809', 'N21707', 'N35729', 'N6099']",N47067,N7809,N21707,N35729,N6099
U51896,"['N28281', 'N61922', 'N64971', 'N19661', 'N33576']",N28281,N61922,N64971,N19661,N33576
U7906,"['N21784', 'N59508', 'N39700', 'N35305', 'N45171']",N21784,N59508,N39700,N35305,N45171
U58681,"['N6099', 'N60872', 'N15830', 'N15260', 'N54482']",N6099,N60872,N15830,N15260,N54482
U89013,"['N29065', 'N58813', 'N36659', 'N29340', 'N34579']",N29065,N58813,N36659,N29340,N34579
U23316,"['N33619', 'N50675', 'N62360', 'N21656', 'N49180']",N33619,N50675,N62360,N21656,N49180
U23926,"['N33619', 'N28188', 'N62360', 'N31947', 'N36789']",N33619,N28188,N62360,N31947,N36789
U50346,"['N35729', 'N46878', 'N32144', 'N11830', 'N55689']",N35729,N46878,N32144,N11830,N55689
U43705,"['N35729', 'N5957', 'N25764', 'N42977', 'N45266']",N35729,N5957,N25764,N42977,N45266
U79276,"['N46029', 'N2350', 'N54489', 'N23414', 'N41222']",N46029,N2350,N54489,N23414,N41222
U4901,"['N64968', 'N4807', 'N37774', 'N29065', 'N59170']",N64968,N4807,N37774,N29065,N59170
U22347,"['N21882', 'N287', 'N39010', 'N61022', 'N51048']",N21882,N287,N39010,N61022,N51048
U59524,"['N28495', 'N46725', 'N20041', 'N56243', 'N20079']",N28495,N46725,N20041,N56243,N20079
U40564,"['N45266', 'N20076', 'N42977', 'N38159', 'N36659']",N45266,N20076,N42977,N38159,N36659
U81099,"['N27826', 'N36184', 'N41322', 'N34579', 'N45313']",N27826,N36184,N41322,N34579,N45313
U38443,"['N29017', 'N29003', 'N47267', 'N26130', 'N35305']",N29017,N29003,N47267,N26130,N35305
U85116,"['N31947', 'N48046', 'N52180', 'N64094', 'N49180']",N31947,N48046,N52180,N64094,N49180
U73737,"['N15830', 'N36330', 'N33983', 'N33872', 'N40431']",N15830,N36330,N33983,N33872,N40431
