user_id,preds,pred_1,pred_2,pred_3,pred_4,pred_5
U69897,"['N23446', 'N50872', 'N38779', 'N47098', 'N40109']",N23446,N50872,N38779,N47098,N40109
U22876,"['N34185', 'N62318', 'N1539', 'N35815', 'N50872']",N34185,N62318,N1539,N35815,N50872
U79648,"['N23446', 'N45523', 'N38779', 'N29212', 'N50872']",N23446,N45523,N38779,N29212,N50872
U91990,"['N34185', 'N62318', 'N23446', 'N1539', 'N19661']",N34185,N62318,N23446,N1539,N19661
U21388,"['N41979', 'N3380', 'N22975', 'N61811', 'N55322']",N41979,N3380,N22975,N61811,N55322
U50713,"['N23446', 'N50872', 'N40109', 'N6477', 'N29212']",N23446,N50872,N40109,N6477,N29212
U35017,"['N50872', 'N45523', 'N6578', 'N23446', 'N38779']",N50872,N45523,N6578,N23446,N38779
U35239,"['N23446', 'N38779', 'N50872', 'N40109', 'N29212']",N23446,N38779,N50872,N40109,N29212
U10761,"['N23446', 'N38779', 'N50872', 'N40109', 'N29212']",N23446,N38779,N50872,N40109,N29212
U31283,"['N38779', 'N29212', 'N6477', 'N23446', 'N6578']",N38779,N29212,N6477,N23446,N6578
U89557,"['N52867', 'N56211', 'N48487', 'N41934', 'N45523']",N52867,N56211,N48487,N41934,N45523
U36918,"['N61740', 'N48487', 'N56211', 'N41934', 'N27737']",N61740,N48487,N56211,N41934,N27737
U41661,"['N51570', 'N38779', 'N40109', 'N23446', 'N50872']",N51570,N38779,N40109,N23446,N50872
U74432,"['N45523', 'N29212', 'N23446', 'N6578', 'N1539']",N45523,N29212,N23446,N6578,N1539
U12893,"['N51570', 'N38779', 'N23446', 'N48017', 'N40109']",N51570,N38779,N23446,N48017,N40109
U16848,"['N51570', 'N23877', 'N38779', 'N49712', 'N23446']",N51570,N23877,N38779,N49712,N23446
U13594,"['N58660', 'N16439', 'N60550', 'N33576', 'N40109']",N58660,N16439,N60550,N33576,N40109
U69274,"['N38779', 'N51570', 'N23877', 'N46821', 'N50872']",N38779,N51570,N23877,N46821,N50872
U88249,"['N29212', 'N40109', 'N45523', 'N6578', 'N23446']",N29212,N40109,N45523,N6578,N23446
U72446,"['N28072', 'N23110', 'N28861', 'N16120', 'N48106']",N28072,N23110,N28861,N16120,N48106
U45713,"['N29212', 'N1539', 'N23446', 'N45523', 'N6477']",N29212,N1539,N23446,N45523,N6477
U33258,"['N38779', 'N35815', 'N62318', 'N34185', 'N5695']",N38779,N35815,N62318,N34185,N5695
U75443,"['N38779', 'N6578', 'N45523', 'N29212', 'N23446']",N38779,N6578,N45523,N29212,N23446
U33218,"['N57032', 'N19661', 'N50872', 'N59267', 'N1228']",N57032,N19661,N50872,N59267,N1228
U68752,"['N29212', 'N23446', 'N6477', 'N50872', 'N38779']",N29212,N23446,N6477,N50872,N38779
U16075,"['N50872', 'N23129', 'N23446', 'N19661', 'N34185']",N50872,N23129,N23446,N19661,N34185
U32069,"['N59267', 'N34185', 'N1228', 'N19661', 'N57032']",N59267,N34185,N1228,N19661,N57032
U33476,"['N48017', 'N46821', 'N23877', 'N23446', 'N50872']",N48017,N46821,N23877,N23446,N50872
U85218,"['N45734', 'N45523', 'N29212', 'N23446', 'N6578']",N45734,N45523,N29212,N23446,N6578
U14830,"['N38779', 'N6477', 'N29212', 'N40109', 'N47098']",N38779,N6477,N29212,N40109,N47098
U41043,"['N23446', 'N38779', 'N23877', 'N50872', 'N47098']",N23446,N38779,N23877,N50872,N47098
U84475,"['N38779', 'N23877', 'N23446', 'N51570', 'N50872']",N38779,N23877,N23446,N51570,N50872
U39255,"['N38779', 'N23446', 'N50872', 'N49712', 'N23877']",N38779,N23446,N50872,N49712,N23877
U66513,"['N38779', 'N19661', 'N34185', 'N50872', 'N40109']",N38779,N19661,N34185,N50872,N40109
U19938,"['N45523', 'N6477', 'N50872', 'N1539', 'N23446']",N45523,N6477,N50872,N1539,N23446
U87140,"['N56211', 'N19661', 'N38779', 'N33828', 'N23089']",N56211,N19661,N38779,N33828,N23089
U83397,"['N38779', 'N6477', 'N23877', 'N50872', 'N40109']",N38779,N6477,N23877,N50872,N40109
U41482,"['N63913', 'N25639', 'N56211', 'N61233', 'N46917']",N63913,N25639,N56211,N61233,N46917
U20386,"['N52867', 'N34185', 'N19661', 'N38779', 'N35815']",N52867,N34185,N19661,N38779,N35815
U79711,"['N23446', 'N50872', 'N29212', 'N45523', 'N6477']",N23446,N50872,N29212,N45523,N6477
U16901,"['N33828', 'N41934', 'N52867', 'N56211', 'N27737']",N33828,N41934,N52867,N56211,N27737
U14521,"['N50872', 'N8015', 'N40109', 'N64174', 'N23877']",N50872,N8015,N40109,N64174,N23877
U14837,"['N16118', 'N61233', 'N27737', 'N48487', 'N56211']",N16118,N61233,N27737,N48487,N56211
U39074,"['N38779', 'N23446', 'N50872', 'N47098', 'N23877']",N38779,N23446,N50872,N47098,N23877
U60416,"['N1228', 'N61233', 'N47652', 'N42515', 'N33828']",N1228,N61233,N47652,N42515,N33828
U38890,"['N50872', 'N44698', 'N6578', 'N6477', 'N29212']",N50872,N44698,N6578,N6477,N29212
U35573,"['N55322', 'N37338', 'N34185', 'N45523', 'N6837']",N55322,N37338,N34185,N45523,N6837
U72698,"['N23446', 'N40109', 'N50872', 'N51570', 'N38779']",N23446,N40109,N50872,N51570,N38779
U44281,"['N22975', 'N56211', 'N45523', 'N61233', 'N27737']",N22975,N56211,N45523,N61233,N27737
U29057,"['N23446', 'N50872', 'N40109', 'N51570', 'N38779']",N23446,N50872,N40109,N51570,N38779
U75403,"['N23446', 'N45523', 'N50872', 'N38779', 'N23877']",N23446,N45523,N50872,N38779,N23877
U30403,"['N23446', 'N45523', 'N50872', 'N6578', 'N38779']",N23446,N45523,N50872,N6578,N38779
U53405,"['N61233', 'N48487', 'N45523', 'N56211', 'N41934']",N61233,N48487,N45523,N56211,N41934
U46666,"['N38779', 'N6477', 'N23446', 'N23877', 'N50872']",N38779,N6477,N23446,N23877,N50872
U55401,"['N42515', 'N41658', 'N59142', 'N47572', 'N20394']",N42515,N41658,N59142,N47572,N20394
U19082,"['N45523', 'N50872', 'N40109', 'N23446', 'N38779']",N45523,N50872,N40109,N23446,N38779
U80233,"['N50872', 'N23446', 'N38779', 'N40109', 'N23877']",N50872,N23446,N38779,N40109,N23877
U57970,"['N38779', 'N6477', 'N23877', 'N23446', 'N29212']",N38779,N6477,N23877,N23446,N29212
U75991,"['N41934', 'N47652', 'N61233', 'N12703', 'N6837']",N41934,N47652,N61233,N12703,N6837
U79420,"['N38779', 'N29212', 'N6477', 'N23446', 'N40109']",N38779,N29212,N6477,N23446,N40109
U10257,"['N23877', 'N48017', 'N64174', 'N9623', 'N40109']",N23877,N48017,N64174,N9623,N40109
U66957,"['N23877', 'N38779', 'N48017', 'N23446', 'N50872']",N23877,N38779,N48017,N23446,N50872
U40368,"['N38779', 'N19661', 'N1539', 'N62318', 'N34185']",N38779,N19661,N1539,N62318,N34185
U81043,"['N38779', 'N50872', 'N19661', 'N23446', 'N62318']",N38779,N50872,N19661,N23446,N62318
U42978,"['N23877', 'N48017', 'N50872', 'N8015', 'N64174']",N23877,N48017,N50872,N8015,N64174
U70887,"['N38779', 'N45523', 'N41387', 'N6477', 'N44698']",N38779,N45523,N41387,N6477,N44698
U73762,"['N38779', 'N23877', 'N47098', 'N23446', 'N1539']",N38779,N23877,N47098,N23446,N1539
U29199,"['N23877', 'N38779', 'N6578', 'N1539', 'N47098']",N23877,N38779,N6578,N1539,N47098
U39988,"['N64174', 'N47231', 'N16148', 'N61787', 'N42457']",N64174,N47231,N16148,N61787,N42457
U53495,"['N23446', 'N23877', 'N38779', 'N6477', 'N47098']",N23446,N23877,N38779,N6477,N47098
U20372,"['N19661', 'N1228', 'N27737', 'N59267', 'N7494']",N19661,N1228,N27737,N59267,N7494
U51793,"['N29212', 'N50872', 'N6477', 'N23446', 'N40109']",N29212,N50872,N6477,N23446,N40109
U53363,"['N42515', 'N19661', 'N41934', 'N14478', 'N33828']",N42515,N19661,N41934,N14478,N33828
U82792,"['N51570', 'N23446', 'N50872', 'N38779', 'N40109']",N51570,N23446,N50872,N38779,N40109
U62932,"['N6477', 'N47098', 'N23446', 'N23877', 'N40109']",N6477,N47098,N23446,N23877,N40109
U47112,"['N23877', 'N38779', 'N23446', 'N47098', 'N6477']",N23877,N38779,N23446,N47098,N6477
U27174,"['N38779', 'N23446', 'N1539', 'N50872', 'N34185']",N38779,N23446,N1539,N50872,N34185
U24731,"['N6578', 'N45523', 'N25165', 'N50872', 'N38779']",N6578,N45523,N25165,N50872,N38779
U28986,"['N38779', 'N23877', 'N51570', 'N40109', 'N50872']",N38779,N23877,N51570,N40109,N50872
U32791,"['N34185', 'N62318', 'N19661', 'N38779', 'N1539']",N34185,N62318,N19661,N38779,N1539
U26127,"['N3243', 'N34185', 'N19661', 'N38779', 'N62318']",N3243,N34185,N19661,N38779,N62318
U67071,"['N23446', 'N38779', 'N6477', 'N50872', 'N47098']",N23446,N38779,N6477,N50872,N47098
U54031,"['N38779', 'N50872', 'N1539', 'N23446', 'N63060']",N38779,N50872,N1539,N23446,N63060
U72969,"['N23446', 'N23877', 'N38779', 'N50872', 'N6477']",N23446,N23877,N38779,N50872,N6477
U17234,"['N38779', 'N34185', 'N62318', 'N51253', 'N19661']",N38779,N34185,N62318,N51253,N19661
U5881,"['N19661', 'N27737', 'N1228', 'N40109', 'N57032']",N19661,N27737,N1228,N40109,N57032
